,news,date
53,The electric carmaker had to close an important factory in Shanghai because of China’s efforts to stamp out a coronavirus outbreak.,2022-04-20T20:34:10+0000
54,The electric carmaker had to close an important factory in Shanghai because of China’s efforts to stamp out a coronavirus outbreak.,2022-04-20T20:34:10+0000
55,"A debate over taxes is rapidly unraveling Florida’s long relationship with Disney, with broader implications for corporate America.",2022-04-21T12:07:01+0000
56,"A debate over taxes is rapidly unraveling Florida’s long relationship with Disney, with broader implications for corporate America.",2022-04-21T12:07:01+0000
57,Mr. Musk has been building a stake in the social media company and last week made an unsolicited offer to acquire it outright.,2022-04-21T14:10:58+0000
58,Mr. Musk has been building a stake in the social media company and last week made an unsolicited offer to acquire it outright.,2022-04-21T14:10:58+0000
59,"The rocket man shored up $46.5 billion for his Twitter bid, pushing the drama toward its third week.",2022-04-21T23:00:05+0000
60,"The rocket man shored up $46.5 billion for his Twitter bid, pushing the drama toward its third week.",2022-04-21T23:00:05+0000
61,Mr. Musk’s plan for a Twitter takeover adds to the problems facing the former president’s nascent Truth Social network.,2022-04-22T15:47:31+0000
62,The company’s 11-member board met with Mr. Musk to discuss his offer to buy the social networking service and take it private. An agreement could come as soon as Monday.,2022-04-24T22:44:53+0000
63,Negotiations ran long into the night as Musk’s offer to buy Twitter and take it private looks increasingly likely to go ahead.,2022-04-25T12:32:16+0000
64,The Tesla chief executive has criticized Twitter’s content moderation policies and advocated open-source algorithms.,2022-04-25T14:01:06+0000
65,Workers say they have been left largely in the dark about what a sale to the billionaire will mean for them and their shares in the company.,2022-04-25T15:28:04+0000
66,"The world’s richest man succeeded in a bid to acquire the influential social networking service, which he has said he wants to take private.",2022-04-25T18:56:46+0000
67,The government most commonly intervenes when a company is buying a competitor.,2022-04-25T20:33:11+0000
68,Plus a lockdown looms over Beijing and the U.S. flexes in Ukraine.,2022-04-25T21:09:50+0000
69,"One prominent Republican, Representative Jim Jordan of Ohio, tweeted that free speech was “making a comeback.”",2022-04-25T22:24:37+0000
70,"Mallory McMorrow’s viral speech attacking what she called Republicans’ “hollow, hateful scheme” against L.G.B.T.Q. rights has made her an instant hero on the left.",2022-04-25T23:00:05+0000
71,Mr. Musk has not been a responsible caretaker for the companies he already oversees.,2022-04-25T23:20:46+0000
72,The newest social media honcho will face a bevy of business challenges at Twitter.,2022-04-26T02:00:04+0000
73,Trevor Noah joked that owning Twitter would give Musk “more power than the drugstore employee with the key to the deodorant shelf.”,2022-04-26T05:49:18+0000
74,Tech’s big shots have learned again and again that free speech isn’t so simple. What happens when Mr. Musk owns Twitter?,2022-04-26T07:00:08+0000
75,What happens when the incarnation of a problem buys the right to decide what the problem is and how to fix it?,2022-04-26T09:00:12+0000
76,The world’s richest person didn’t like Twitter. So he’s buying it.,2022-04-26T09:58:22+0000
77,"Twitter has accepted the $44 billion takeover offer, but there are plenty more questions to be answered about the company’s future.",2022-04-26T12:33:16+0000
78,"Twitter has accepted the $44 billion takeover offer, but there are plenty more questions to be answered about the company’s future.",2022-04-26T12:33:16+0000
79,"Big technology companies are set to report earnings starting Tuesday. The S&P 500 has dropped nearly 8 percent this month, its worst monthly showing since March 2020.",2022-04-26T16:12:44+0000
80,He wants Twitter to allow more speech. We’ve got questions.,2022-04-26T16:19:51+0000
81,Readers are split over whether this prospect should be cheered or feared. Also: A hard-line U.S. message to Russia; parents and teachers.,2022-04-26T16:54:22+0000
82,"The company’s decision to sell seems to have been based purely on the financials, with little if any regard for other stakeholders.",2022-04-26T17:02:53+0000
83,"Musk plans to buy Twitter with a mix of cash and debt, split into these three parts.",2022-04-26T20:20:02+0000
84,"Musk plans to buy Twitter with a mix of cash and debt, split into these three parts.",2022-04-26T20:20:02+0000
85,Twitter would have to pay if it signed a deal with another suitor. Mr. Musk would have to pay if his financing falls apart.,2022-04-26T22:24:00+0000
86,"The platform has always been the perfect place to indulge your whims. But when you’re the richest man in the world, those whims can grow significantly.",2022-04-26T22:37:59+0000
87,"The platform has always been the perfect place to indulge your whims. But when you’re the richest man in the world, those whims can grow significantly.",2022-04-26T22:37:59+0000
88,Free speech absolutism might backfire when it comes to increasing the company’s user base and profits.,2022-04-27T09:00:17+0000
89,How conservatives put their hope in Elon Musk and Ron DeSantis.,2022-04-27T09:00:17+0000
90,The billionaire’s $44 billion deal to buy Twitter and what comes next.,2022-04-27T09:00:21+0000
91,The billionaire’s $44 billion deal to buy Twitter and what comes next.,2022-04-27T09:00:21+0000
92,Elon Musk reveals what he wants Twitter to be by how he acts on it. ,2022-04-27T09:00:25+0000
93,"Elon Musk pledged fewer limits to Twitter, which he is buying for $44 billion. What do you think of his plans for the platform?",2022-04-27T09:02:38+0000
94,"Tesla is highly traded, and Elon Musk’s sale of more than $16 billion worth of stock last year did not appear to push share prices lower.",2022-04-27T09:05:18+0000
95,"Tesla is highly traded, and Elon Musk’s sale of more than $16 billion worth of stock last year did not appear to push share prices lower.",2022-04-27T09:05:18+0000
96,"The president made a campaign promise to erase billions in college loans, but his economic advisers are split on whether he should follow through.",2022-04-27T12:53:56+0000
97,Mr. Musk had challenged an agreement he reached with securities regulators after he claimed that he had the funding to take Tesla private.,2022-04-27T19:16:57+0000
98,Mr. Musk had challenged an agreement he reached with securities regulators after he claimed that he had the funding to take Tesla private.,2022-04-27T19:16:57+0000
99,"The Trump-backed social media app is inundated with phony accounts and features that don’t work. It also hides some posts, including those with curse words.",2022-04-27T21:35:12+0000
100,Musk says he wants to transform Twitter into “the platform for free speech around the globe.” The reality could look very different.,2022-04-27T23:35:26+0000
101,His products are good for customers and good for the world.,2022-04-28T09:00:16+0000
102,His products are good for customers and good for the world.,2022-04-28T09:00:16+0000
103,"He doesn’t own the company yet, but Elon Musk’s criticisms of Twitter executives are making waves.",2022-04-28T12:32:27+0000
104,The social media company reported a 16 percent jump in daily active users from a year ago.,2022-04-28T12:34:21+0000
105,And in some ways he did.,2022-04-28T14:50:23+0000
106,"Walter Isaacson, a biographer who has written about Benjamin Franklin and Steve Jobs, is working on a book about the world’s richest man.",2022-04-28T15:30:38+0000
107,Content moderators warn that Elon Musk doesn’t appear to understand the issues that he and the company will face if he drops its guardrails around speech.,2022-04-28T16:21:33+0000
108,Perhaps — much as we might not want to admit it — it’s a good match.,2022-04-29T09:00:12+0000
109,The Twitter bid is a power play in the attention economy.,2022-04-29T09:00:12+0000
110,"Elon Musk has invested heavily in China, where officials are willing to influence or punish companies that cross political red lines.",2022-04-29T09:00:25+0000
111,"Elon Musk has invested heavily in China, where officials are willing to influence or punish companies that cross political red lines.",2022-04-29T09:00:25+0000
112,"A shrinking G.D.P., Amazon’s slowing revenue and supply chain woes all point to the economic engine shifting down a gear.",2022-04-29T12:01:17+0000
113,"A shrinking G.D.P., Amazon’s slowing revenue and supply chain woes all point to the economic engine shifting down a gear.",2022-04-29T12:01:17+0000
114,He raised $8.5 billion in a series of sales this week and said he didn’t have plans to sell any more.,2022-04-29T12:53:26+0000
115,He raised $8.5 billion in a series of sales this week and said he didn’t have plans to sell any more.,2022-04-29T12:53:26+0000
116,"One thing that unites conservatives and liberals? No matter how loudly they denounce the social media platform, they don’t actually leave.",2022-04-30T09:00:10+0000
117,Elon Musk joined an amicus brief that could have big implications for how the S.E.C. brings cases and whether defendants who settle can ever talk about them.,2022-04-30T12:00:04+0000
